mp3_title	youtube_title	used_query	youtube_url
Miki Matsubara - Stay With Me HD (Club Mix)	【松原みき】Miki Matsubara 'Mayonaka no Door -stay with me'(Music Video) Director's Cut 2022 by TELL SATO	Miki Matsubara - Stay With Me HD (Club Mix)	https://www.youtube.com/watch?v=lags8E4hvow
Moliy x Shenseea x Skillibeng - Shake It To The Max (Lyrics) - 128	MOLIY, Shenseea, Skillibeng, Silent Addy - Shake It To The Max (Fly) (Remix) (OFFICIAL MUSIC VIDEO)	Moliy x Shenseea x Skillibeng - Shake It To The Max - 128	https://www.youtube.com/watch?v=UjBhbMMgLzc
Mrs. GREEN APPLE - インフェルノ（Inferno）	Mrs. GREEN APPLE - インフェルノ（Inferno）	Mrs. GREEN APPLE - インフェルノ（Inferno）	https://www.youtube.com/watch?v=wfCcs0vLysk
Mushoku Tensei Season 2 Opening Full 「spiral」- LONGMAN _ Lyrics [Kan_Rom_Eng](MP3_160K)	Mushoku Tensei Season 2 Opening【AMV】spiral「LONGMAN」	Mushoku Tensei Season 2 Opening Full 「spiral」- LONGMAN _ Lyrics [Kan_Rom_Eng](MP3_160K)	https://www.youtube.com/watch?v=7YMFaMdjfUM
My Dress-Up Darling Season 2 - Opening FULL『Ao To Kirameki』by Spira Spica (Lyrics)	【着せ恋】スピラ・スピカ MV『アオとキラメキ』(TV anime "My Dress-Up Darling" Season 2 Opening Theme)	My Dress-Up Darling Season 2 - Opening FULL『Ao To Kirameki』by Spira Spica (Lyrics)	https://www.youtube.com/watch?v=P3bXEiKlSR4
M𝚊𝚝𝚞𝚜𝚑𝚔𝚊  U𝚕𝚝𝚛𝚊𝚏𝚞𝚗𝚔(MP3_160K)	M𝚊𝚝𝚞𝚜𝚑𝚔𝚊  U𝚕𝚝𝚛𝚊𝚏𝚞𝚗𝚔	M𝚊𝚝𝚞𝚜𝚑𝚔𝚊 U𝚕𝚝𝚛𝚊𝚏𝚞𝚗𝚔(MP3_160K)	https://www.youtube.com/watch?v=CsrsR_sC2jE
NUNCA MUDA_ (PHONK)(MP3_160K)	Eternxlkz - ENOUGH! (Official Audio)	NUNCA MUDA_ (PHONK)(MP3_160K)	https://www.youtube.com/watch?v=4W5ir4DOtoE
Nafeesisboujee - Stephanie (Lyrics)	Nafeesisboujee - Stephanie (Official Music Video)	Nafeesisboujee - Stephanie (Lyrics)	https://www.youtube.com/watch?v=3elVQh4hz3M
Number One - Bankai(MP3_160K)	Number One - Bankai	Number One - Bankai	https://www.youtube.com/watch?v=7JEjQG4-tpU
One Piece -  Opening 25  _  4K  _  60FPS  _  Tv-Size(MP3_160K)	One Piece -  Opening 25  |  4K  |  60FPS  |  Tv-Size	One Piece - Opening 25 60FPS Tv-Size	https://www.youtube.com/watch?v=DNC28dpB9_Y
One Piece - Bink_s Sake (Japanese Version)(MP3_160K)	One Piece - Bink's Sake (Japanese Version)	One Piece - Bink s Sake	https://www.youtube.com/watch?v=1z0IfXDPhPE
One Piece - Ending 22 FULL PUNKS by CHAMELEON LIME WHOOPIEPIE (Lyrics)	PUNKS（TVアニメ『ONE PIECE』エンディング主題歌） / カメレオン・ライム・ウーピーパイ：Official Music Video	One Piece - Ending 22 FULL PUNKS by CHAMELEON LIME WHOOPIEPIE (Lyrics)	https://www.youtube.com/watch?v=Za6T8l4HNF8
One Piece - Opening 1 【We Are_】 4K 60FPS Creditless _ CC(MP3_160K)	One Piece - Opening 1 | "We Are!" | UHD Creditless + Subtitles	One Piece - Opening 1 【We Are 】 60FPS Creditless CC	https://www.youtube.com/watch?v=y9B_cgqM-kA
One Piece 574 HD - Brook Sings Sake Binks 2 Years Later(MP3_160K)	Binks No Sake - Brook[Party after defeating Moria]	One Piece 574 - Brook Sings Sake Binks 2 Years Later	https://www.youtube.com/watch?v=cJ_SSGms-7s
One Piece Opening 20 _ Hope by Namie Amuro(MP3_160K)	One Piece Opening 20 | Hope by Namie Amuro	One Piece Opening 20 Hope by Namie Amuro	https://www.youtube.com/watch?v=Oo52vQyAR6w
One Piece Opening 22 _ OVER THE TOP(MP3_160K)	21 Savage - Can't Leave Without It (Official Audio)	One Piece Opening 22 _ OVER THE TOP(MP3_160K)	https://www.youtube.com/watch?v=l5M64JuiZAE
OneRepublic - Counting Stars (Lyrics)(MP3_160K)	OneRepublic - Counting Stars	OneRepublic - Counting Stars (Lyrics)(MP3_160K)	https://www.youtube.com/watch?v=hT_nvWreIhg
Oviman - lyrics _ অভিমান _ Tumi Bujhoni​ Ami Bolini​ _ Tanveer Evan _ Piran Khan _ Bangla Song 2021(M4A_128K)	Oviman | অভিমান | Tanveer Evan | Piran Khan | Jovan | Mehazabien | Best Friend 3 Drama Song	Oviman - অভিমান Tumi Bujhoni​ Ami Bolini​ Tanveer Evan Piran Khan Bangla Song 2021	https://www.youtube.com/watch?v=zari70_ppQw
Oxlade_ Camila Cabello - KU LO SA (Lyrics)(MP3_160K)	Oxlade, Camila Cabello - KU LO SA (Official Video)	Oxlade_ Camila Cabello - KU LO SA (Lyrics)(MP3_160K)	https://www.youtube.com/watch?v=IcIkmPU9reU
POP IN 2(MP3_160K)	POP IN 2	POP IN 2(MP3_160K)	https://www.youtube.com/watch?v=QgxYScXawEE
Pal Pal Lyrics - Afusic prod. by AliSoomroMusic	Afusic - Pal Pal (Official Music Video) Prod. @AliSoomroMusic	Pal Pal Lyrics - Afusic prod. by AliSoomroMusic	https://www.youtube.com/watch?v=8of5w7RgcTc
Parano	DDB - PARANO (Frozy Version)	Parano	https://www.youtube.com/watch?v=Uj3rFQE5Hww
Prem Tumi by Tahsan(MP3_160K)	Bangla sad song। FIRE AY।  Official Music Video।  Adib।Tawhid Afridi। New Bangla Song	Prem Tumi by Tahsan(MP3_160K)	https://www.youtube.com/watch?v=RVpLVmVXuG8
Purnota __ পূর্ণতা __ Warfaze __Album_ Shotto(MP3_160K)	Biprotip | বিপ্রতীপ | Artcell | Official Audio Track 3 | Album - Otritio | Bangla Band Song 2023	Purnota __ পূর্ণতা __ Warfaze __Album_ Shotto(MP3_160K)	https://www.youtube.com/watch?v=FG1zxD3pd5Y
Ravyn Lenae - Love Me Not (Lyrics)	Ravyn Lenae - Love Me Not (Official Music Video)	Ravyn Lenae - Love Me Not (Lyrics)	https://www.youtube.com/watch?v=cswfR85D7jM
Rent A Girlfrend ED4	Rent-a-Girlfriend Season 4 - Ending Full【My Dear Vega】( Sub Español )『AMV』★	Rent A Girlfrend ED4	https://www.youtube.com/watch?v=dF86coTXY1s
Rent A Girlfriend - Opening 3 _ 4K _ 60FPS _ Tv-Size(MP3_160K)	Kanojo, Okarishimasu 3rd Season Opening Full 『Renai Milli Film​』 halca	Rent A Girlfriend - Opening 3 60FPS Tv-Size	https://www.youtube.com/watch?v=3yZSJ1bE6gI
Rent-a-Girlfriend Season 2 Opening Song [Himitsu Koi-Gokoro by CHiCO with HoneyWorks](MP3_160K)	Rent-a-Girlfriend Season 2 - Opening Full『Himitsu Koi Gokoro』by CHiCO with HoneyWorks	Rent-a-Girlfriend Season 2 Opening Song [Himitsu Koi-Gokoro by CHiCO with HoneyWorks](MP3_160K)	https://www.youtube.com/watch?v=i3XgNCfjqdU
Rent-a-Girlfriend Season 4 Ending Song FULL — Regal Lily『My Dear Vega』Lyrics (KAN⧸ROM⧸ENG)	Rent-a-Girlfriend Season 4 FULL Ending | Boku no Vega - Regal Lily	Rent-a-Girlfriend Season 4 Ending Song FULL — Regal Lily『My Dear Vega』	https://www.youtube.com/watch?v=TFHKFCsZRN8
Rent-a-Girlfriend Season 4 Opening FULL『Umitsuki』by ClariS ｜ Lyrics (Kan⧸Rom⧸Eng)	Rent a Girlfriend Season 4 OP / Opening "Umitsuki" by ClariS [4K 60FPS]	Rent-a-Girlfriend Season 4 Opening FULL『Umitsuki』by ClariS ｜	https://www.youtube.com/watch?v=PEKJKhLY4Qw
Rosa Linn - SNAP (Lyrics)(MP3_160K)	Rosa Linn - Snap - Armenia 🇦🇲 - Official Music Video - Eurovision 2022	Rosa Linn - SNAP (Lyrics)(MP3_160K)	https://www.youtube.com/watch?v=gVqGKkm7xBE
Royalty (slowed   reverb) - Egzod _ Maestro chives _ RT Lofi(MP3_160K)	Egzod & Maestro Chives feat. Neoni - Royalty (Slowed + Reverb) [Official Audio]	Royalty - Egzod Maestro chives RT Lofi	https://www.youtube.com/watch?v=zvTh__rFkMs
Ruth B. - Dandelions (Lyrics)(MP3_160K)	Ruth B - Dandelions (Karaoke Version)	Ruth B. - Dandelions (Lyrics)(MP3_160K)	https://www.youtube.com/watch?v=UjejKDLIrRk
SHINGEKI NO KYOJIN (ATTACK ON TITAN) ENDING 7 The Final Season Part 2 (ENG SUB) VOSTFR(MP3_160K)	attack on titan「進撃の巨人」The Final Season Part 2  ED (悪魔の子/ akuma no ko) vostfr	SHINGEKI NO KYOJIN ENDING 7 The Final Season Part 2 VOSTFR	https://www.youtube.com/watch?v=5NTRxbYtOMI
SLAY_(MP3_160K)	Eternxlkz - SLAY! (OFFICIAL MUSIC VIDEO)	SLAY	https://www.youtube.com/watch?v=vSaRPFQtqes
STIM - madness (Lyrics)(MP3_160K)	STIM - appetite (Official AMV - Cyberpunk)	STIM - madness	https://www.youtube.com/watch?v=H2nAZZjJ5eM
Sabrina Carpenter - Espresso (lyrics) - 128	Sabrina Carpenter - Espresso (8D AUDIO)	Sabrina Carpenter - Espresso (lyrics) - 128	https://www.youtube.com/watch?v=A9KPkN7pDhU
Sahiba Lyrics - Aditya Rikhari  saahiba, aaye ghar kaahe na	Sahiba (Official Music Video) : Aditya Rikhari, Ankita Chhetri | T-Series	Sahiba Lyrics - Aditya Rikhari saahiba, aaye ghar kaahe na	https://www.youtube.com/watch?v=n2dVFdqMYGA
Shake It To The Max (Slowed+Reverb) - 128	Daddy Yankee - Gasolina (8D AUDIO) 🎧	Shake It To The Max (Slowed+Reverb) - 128	https://www.youtube.com/watch?v=wjdk1XySlzw
Shape of you Extended Version Mashup _ Mashup of Milee(MP3_160K)	Shape of you Extended Version Mashup | Mashup of Milee	Shape of you Extended Mashup Mashup of Milee	https://www.youtube.com/watch?v=8olUr4G7kFQ
Shibu - 10 E 10 (Official Visualizer)	Shibu - 10 E 10 (Official Visualizer)	Shibu - 10 E 10 (Official Visualizer)	https://www.youtube.com/watch?v=pd1flClqNPc
Shibu - TAUBA (Official Lyric Video) ｜ #freshsound	Shibu - Opekkha (Official Music Video) | #freshsound	Shibu - TAUBA (Official Lyric Video) ｜ #freshsound	https://www.youtube.com/watch?v=CJzL5YaldWk
Shiro Sagisu - Treachery lyrics(MP3_160K)	Treachery	Shiro Sagisu - Treachery	https://www.youtube.com/watch?v=0kYq-E8BJgU
Shironamhin - Hashimukh [Official Audio](MP3_160K)	Shironamhin - Abar Hashimukh [Official Music Video]	Shironamhin - Hashimukh [Official Audio](MP3_160K)	https://www.youtube.com/watch?v=Cptlr__Fwx4
Sia - Cheap Thrills (Lyrics) ft. Sean Paul(MP3_160K)	Sia-cheap thrills (feat. Sean Paul) Motocross	Sia - Cheap Thrills (Lyrics) ft. Sean Paul(MP3_160K)	https://www.youtube.com/watch?v=qYnX9krgCHA
Solo Leveling Season 2 - Opening FULL _ReawakeR_ by LiSA (feat. Felix of Stray Kids) (Lyrics)(MP3_160K)	LiSA『ReawakeR (feat. Felix of Stray Kids)』MUSiC CLiP	Solo Leveling Season 2 - Opening FULL _ReawakeR_ by LiSA (feat. Felix of Stray Kids) (Lyrics)(MP3_160K)	https://www.youtube.com/watch?v=oe4XJ851oOk
Srotoshini _ ENCORE _ Lyrics _ স্রোতস্বিনী(M4A_128K)	Encore - Srotoshinni | Official Audio	Srotoshini _ ENCORE _ Lyrics _ স্রোতস্বিনী(M4A_128K)	https://www.youtube.com/watch?v=cJZ_d94RSPQ
Starboy	The Weeknd - Starboy ft. Daft Punk (Official Video) ft. Daft Punk	Starboy	https://www.youtube.com/watch?v=34Na4j8AVgA
Stephen Sanchez - Until I Found You (Lyrics)(MP3_160K)	Stephen Sanchez - Only Girl (Official Video)	Stephen Sanchez - Until I Found You (Lyrics)(MP3_160K)	https://www.youtube.com/watch?v=OOLMITiXv6c
Suhashini (সুহাসিনী) [Slow _ Reverb] - Akashcari । Arfat Faisal । Prayangshu  (Lyrical Video)(M4A_128K)	Sesh Ovvorthona (শেষ অভ্যর্থনা) - Akashcari । Arfat Faisal । Prayangshu  (Official Audio)	Suhashini (সুহাসিনী) [Slow _ Reverb] - Akashcari । Arfat Faisal । Prayangshu (Lyrical Video)(M4A_128K)	https://www.youtube.com/watch?v=em71GZC42pM
Suzume すずめ (Lyrics Video)「すずめの戸締まり _ Suzume no Tojimari OST」(M4A_128K)	Suzume no Tojimari - OST | Suzume Ft. Toaka (lirik dan terjemahan)	Suzume すずめ (Lyrics Video)「すずめの戸締まり _ Suzume no Tojimari OST」(M4A_128K)	https://www.youtube.com/watch?v=6lFzl4Gx53Y
Sweater Weather	The Neighbourhood - Sweater Weather (Official Video)	Sweater Weather	https://www.youtube.com/watch?v=GCdwKhTtNNw
TVアニメ『BLEACH 千年血戦篇-相剋譚-』ノンクレジットオープニングムービー(MP3_160K)	SIX LOUNGE「言葉にせずとも」Music Video	TVアニメ『BLEACH 千年血戦篇-相剋譚-』ノンクレジットオープニングムービー	https://www.youtube.com/watch?v=JP2m2eZ9aLc
TVアニメ『呪術廻戦』第2期「渋谷事変」ノンクレジットOPムービー_OPテーマ_King Gnu「SPECIALZ」｜毎週木曜夜11時56分～MBS_TBS系列全国28局にて放送中__(MP3_160K)	Jujutsu Kaisen Season 2 Opening 2 | King Gnu - SPECIALZ Lyrics	TVアニメ『呪術廻戦』第2期「渋谷事変」ノンクレジットOPムービー_OPテーマ_King Gnu「SPECIALZ」｜毎週木曜夜11時56分～MBS_TBS系列全国28局にて放送中__(MP3_160K)	https://www.youtube.com/watch?v=Drfxgtm8uQw
Teya Dora - Džanum (Lyrics) (tiktok version) _ _moje more_ my nightmares_(MP3_160K)	Teya Dora - Džanum (Lyrics) | "moje more, my nightmares"	Teya Dora - Džanum (Lyrics) (tiktok version) _ _moje more_ my nightmares_(MP3_160K)	https://www.youtube.com/watch?v=RmwbwmdInCI
The Black Eyed Peas - Rock That Body (Lyrics) Rock Yo Body Rock that body, c'mon c'mon Rock Yo Body - 128	The Black Eyed Peas - Rock That Body (Official Music Video)	The Black Eyed Peas - Rock That Body (Lyrics) Rock Yo Body Rock that body, c'mon c'mon Rock Yo Body - 128	https://www.youtube.com/watch?v=nmnjL26OBcY
Thousand Foot Krutch_ Courtesy Call (Official Audio)(MP3_160K)	Thousand Foot Krutch: Courtesy Call (Official Audio)	Thousand Foot Krutch_ Courtesy Call (Official Audio)(MP3_160K)	https://www.youtube.com/watch?v=ocpDEOXABWg
Tokyo Ghoul - Opening _ Unravel(MP3_160K)	Tokyo Ghoul OP/Opening Full「Unravel - TK」	Tokyo Ghoul - Opening _ Unravel(MP3_160K)	https://www.youtube.com/watch?v=QKXi08chD2E
Tokyo Revengers Opening (Full) -Cry Baby- Lyrics(720P_HD)(mp3)	Official髭男dism - Cry Baby［Official Video］	Tokyo Revengers Opening -Cry Baby-	https://www.youtube.com/watch?v=O1bhZgkC4Gw
Utshorgo  ( উৎসরগ) Tasnif Zaman  Bangla Lyrics Song @nslyricsstory5951	যখন স্বর্গ-দ্বার এ একা দাড়াবো তার অপেক্ষায়  যেন আমার অভ্যর্থনা তাকে করে অনুতপ্ত	Utshorgo ( উৎসরগ) Tasnif Zaman Bangla Lyrics Song @nslyricsstory5951	https://www.youtube.com/watch?v=IAIY18yBaM4
Vem Vem (Ultra Slowed) - 128	Jmilton - Vem Vem (Ultra Slowed) [Official Visualizer]	Vem Vem (Ultra Slowed) - 128	https://www.youtube.com/watch?v=5MzBUJv0US0
What It Is - Solo Version Sped Up(MP3_160K)	Solo - Clean Bandit FT. Demi Lovato Edit Audio @RK_editz_yt1	What It Is - Solo Version Sped Up(MP3_160K)	https://www.youtube.com/watch?v=K355c89InrM
Whitebeard final words_One Piece is Real [sub vs Dub]_ One Piece[ワンピース](MP3_160K)	WhiteBeard last words	Whitebeard final words One Piece is Real One Piece	https://www.youtube.com/watch?v=_jzuDTcKIMI
XXXTENTACION - Hope _ Lyrics(MP3_160K)	XXXTENTACION - HOPE (Mother Of Gekyume in Music Video) [FAN MADE]	XXXTENTACION - Hope _ Lyrics(MP3_160K)	https://www.youtube.com/watch?v=p_d1iNXis4c
XXXTENTACION - MOONLIGHT (OFFICIAL MUSIC VIDEO)(MP3_160K)	MINI VÍDEO CAST DA TROPINHA DA VIVI ((MTG XXXTENTACION MOONLIGHT)) PROD  DJ 2N DE NITERÓI 🎶🎶💃💃	XXXTENTACION - MOONLIGHT (OFFICIAL MUSIC VIDEO)(MP3_160K)	https://www.youtube.com/watch?v=DwAAVL5gk9U
XXXTENTACION - Snow (Official Audio)(MP3_160K)	XXXTENTACION - what are you so afraid of (Audio)	XXXTENTACION - Snow (Official Audio)(MP3_160K)	https://www.youtube.com/watch?v=GvBkVb2JxxY
YOASOBI - Idol「アイドル」Lyrics Video [Kan_Rom_Eng] Oshi no Ko (推しの子) OP(MP3_160K)	Yoasobi - Idol (Official Audio)	YOASOBI - Idol「アイドル」Lyrics Video [Kan_Rom_Eng] Oshi no Ko (推しの子) OP(MP3_160K)	https://www.youtube.com/watch?v=5NarVgDFNX0
YOASOBI「Watch me!」Official Music Video	YOASOBI「Watch me!」Official Music Video	YOASOBI「Watch me!」Official Music Video	https://www.youtube.com/watch?v=evtoG-4dLM4
Yung Kai - Blue(MP3_160K)	SXYBIT – Come With Me (Official Music Video)	Yung Kai - Blue(MP3_160K)	https://www.youtube.com/watch?v=Yscz2G5gUAg
[One Piece] Opening 16 - Hands Up_ (Lyrics   Traduction)(MP3_160K)	One Piece Opening 16 "Hands Up!"  Full Version (HD)	Opening 16 - Hands Up	https://www.youtube.com/watch?v=cijbjBSxRR0
_Blue Bird_ - ikimono - gakari (LYRIC) OP 3 Naruto Shippuden(MP3_160K)	"Blue Bird" - ikimono - gakari (LYRIC) OP 3 Naruto Shippuden	_Blue Bird_ - ikimono - gakari (LYRIC) OP 3 Naruto Shippuden(MP3_160K)	https://www.youtube.com/watch?v=0qP9jkdRsYU
one dance - drake ft. wizkid [edit audio](MP3_160K)	Wolftyla - All Tinted 올 틴티드 (Official Music Video)	one dance - drake ft. wizkid [edit audio](MP3_160K)	https://www.youtube.com/watch?v=fQIK8aw8FUA
the peggies - Centimeter「Kanojo_ Okarishimasu」Opening Theme [KAN_ROM_ENG Lyrics](MP3_160K)	CENTIMETER : Kanojo Okarishimasu - The Peggies | Lirik Kode Warna Kan/Rom/Indo	the peggies - Centimeter「Kanojo_ Okarishimasu」Opening Theme [KAN_ROM_ENG Lyrics](MP3_160K)	https://www.youtube.com/watch?v=dZzs5LhTm-k
পুনর্জন্ম _ PunorJonmo - Condropith(চন্দ্রপীঠ) _ Official music video(MP3_160K)	Amar Dehokhan - Odd Signature (Official)(MP3_160K)	পুনর্জন্ম _ PunorJonmo - Condropith(চন্দ্রপীঠ) _ Official music video(MP3_160K)	https://www.youtube.com/watch?v=T6_1qfW-twk
বেণী খুলে - Habib X Muza __ Full Lyrical Song __ Lyrics Point Bangla(M4A_128K)	বেণী খুলে - Habib X Muza || Full Lyrical Song ||@djsong. #newsong #song	বেণী খুলে - Habib X Muza Full Lyrical Song Point Bangla	https://www.youtube.com/watch?v=uWUR1FnPBTU
『SPY×FAMILY』Season 3 オープニング主題歌スピッツ「灯を護る」アニメ映像(ノンクレジット) ／2025.10.04 23_00～ON AIR	TVアニメ『SPY×FAMILY』Season 3×スピッツ「灯を護る」スペシャルムービー	『SPY×FAMILY』Season 3 オープニング主題歌スピッツ「灯を護る」アニメ映像 ／2025 10	https://www.youtube.com/watch?v=itsVKmm32A0
『SPY×FAMILY』第2クールエンディング主題歌アニメ映像（ノンクレジット）／“SPY x FAMILY” part2 Ending theme song animation	Spy x Family - Ending  2 【Shikisai】 4K / UHD Creditless | CC	『SPY×FAMILY』第2クールエンディング主題歌アニメ映像（ノンクレジット）／“SPY x FAMILY” part2 Ending theme song animation	https://www.youtube.com/watch?v=lqzUuuVOG9M
【 Shinzou wo Sasageyo_ 】 by Linked Horizon - Shingeki no Kyojin S2 OP - Lyrics(MP3_160K)	Most Emotional and Tragic Attack on Titan Soundtracks (ULTIMATE MIX)	【 Shinzou wo Sasageyo_ 】 by Linked Horizon - Shingeki no Kyojin S2 OP - Lyrics(MP3_160K)	https://www.youtube.com/watch?v=mLJDJ3OJ0eU
【推しの子】第3期ノンクレジットエンディング｜なとり「セレナーデ」	natori - Serenade	【推しの子】第3期ノンクレジットエンディング｜なとり「セレナーデ」	https://www.youtube.com/watch?v=gNg2Qw5R-Q4
【推しの子】第3期ノンクレジットオープニング｜ちゃんみな「TEST ME」	ちゃんみな - TEST ME (Official Music Video)	【推しの子】第3期ノンクレジットオープニング｜ちゃんみな「TEST ME」	https://www.youtube.com/watch?v=hQ4-H-nNNz4
ヒグチアイ _ 悪魔の子 (アニメスペシャルVer.) _ Ai Higuchi _Akuma no Ko_ Anime Special Ver(MP3_160K)	Ai Higuchi - Akuma no Ko [Clean Acapella] ヒグチアイ / 悪魔の子 AOT S4 Anime Special Ver.  (アニメスペシャルVer.)	ヒグチアイ _ 悪魔の子 (アニメスペシャルVer.) _ Ai Higuchi _Akuma no Ko_ Anime Special Ver(MP3_160K)	https://www.youtube.com/watch?v=v9M0PvCYyfg
彼女お借りします第3期Amber'sエンドロールノンクレジットエンディング	Amber's「エンドロール」Official Live Video	彼女お借りします第3期Amber'sエンドロールノンクレジットエンディング	https://www.youtube.com/watch?v=nl8H4wy_Av0
＜エンディング映像フル＞「The 1」muque_TVアニメ「ONE PIECE」(MP3_160K)	muque - The 1(Official Music Video)[TVアニメ『ONE PIECE』エンディング主題歌]	＜エンディング映像フル＞「The 1」muque_TVアニメ「ONE PIECE」(MP3_160K)	https://www.youtube.com/watch?v=vCpVhY-cDnU
＜オープニング映像フル＞TVアニメ「ONE PIECE」_オープニングテーマ「あーーっす_」歌_きただにひろし(MP3_160K)	きただにひろし / ウィーアー!(TVアニメ「ONE PIECE」オープニングテーマ) [Official Audio]	＜オープニング映像フル＞TVアニメ「ONE PIECE」 オープニングテーマ「あーーっす 」歌 きただにひろし	https://www.youtube.com/watch?v=r7n-L5B0bBw
＜オープニング映像フル＞「天使と悪魔」GRe4N BOYZ_TVアニメ「ONE PIECE」(MP3_160K)	GRe4N BOYZ / 「天使と悪魔」"ANGEL & DEVIL" アニメ『ONE PIECE』オープニング主題歌	＜オープニング映像フル＞「天使と悪魔」GRe4N BOYZ TVアニメ「ONE PIECE」	https://www.youtube.com/watch?v=NrQ_4I3_c-A
𝑱𝒖𝒅𝒂𝒔 ( 𝑺𝒍𝒐𝒘𝒆𝒅   𝑹𝒆𝒗𝒆𝒓𝒃 ) - 𝑳𝒂𝒅𝒚 𝑮𝒂𝒈𝒂 ♡︎(MP3_160K)	𝑱𝒖𝒅𝒂𝒔 ( 𝑺𝒍𝒐𝒘𝒆𝒅 + 𝑹𝒆𝒗𝒆𝒓𝒃 ) - 𝑳𝒂𝒅𝒚 𝑮𝒂𝒈𝒂 ♡︎	𝑱𝒖𝒅𝒂𝒔 ( 𝑺𝒍𝒐𝒘𝒆𝒅 𝑹𝒆𝒗𝒆𝒓𝒃 ) - 𝑳𝒂𝒅𝒚 𝑮𝒂𝒈𝒂 ♡︎(MP3_160K)	https://www.youtube.com/watch?v=M4yYf-Ic2A4
